name;avg_price;cuisine_features;telephone;address;location;opinions;ratings;comments_count;                 features;schedule;appetizing_dishes;restaurant_features;similar_restaurants;web_site
El Alfar Restaurante;Rango de precios por persona 9 €-22 €;Española, Mediterránea, Opciones vegetarianas;tel:+34918771108;2, Calle Diego de Torres, Alcala de Henares;2, Calle Diego de Torres, Alcala de Henares, Comunidad de Madrid, España;{"pescado": "excellent", "sopa": "excellent", "chorizo": "excellent", "la salsa": "excellent", "salm\u00f3n": "excellent", "bacalao": "excellent", "carne": "excellent", "entrantes": "good", "queso": "good"};{"Yelp": "Sin valorar a\u00fan", "Foursquare": "Sin valorar a\u00fan", "Google": "4.5/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": "5", "Google": "375", "Facebook": "29", "Trip": "88"};Asientos al aire libre, Entrega, Para llevar, Reserva, Accesible para sillas de ruedas, Tarjetas de crédito aceptadas;{"Lunes": "Cerrado", "Martes": "12:00-16:30, 20:00-00:00", "Mi\u00e9rcoles": "12:00-16:30, 20:00-00:00", "Jueves": "12:00-16:30, 20:00-00:00", "Viernes": "12:00-16:30, 20:00-00:30", "S\u00e1bado": "12:00-16:30, 20:00-00:30", "Domingo": "12:00-16:30"};pescado, sopa, chorizo, la salsa, salmón, bacalao, carne, entrantes, queso, arroz, pasteles, atún, carpacho, milhojas, carne de vaca, filetes, hamburguesas completas, yogur, cordero, cerdo, helados, helado, marisco, flan, venado, pollo, entrecote;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Vinoteca Esencias del Gourmet, Imperial Craft Beer, Puro Bouquet, Maimonides;
Más que bocados sin gluten;Rango de precios por persona 10 €-21 €;Sin gluten, Española, Opciones vegetarianas;tel:+34918303648;(Local 29), Avenida Juan Carlos I, 13, Alcala de Henares;(Local 29), Avenida Juan Carlos I, 13, Alcala de Henares, Comunidad de Madrid, España;{"ambiente acogedor": "excellent", "desayuno": "good", "empanadas": "excellent", "croquetas": "excellent", "pescado": "excellent", "migas": "good", "laing": "good", "pollo": "excellent", "aves de corral": "excellent", "pizza pides": "excellent", "rape": "excellent", "jam\u00f3n": "excellent"};{"Yelp": "Sin valorar a\u00fan", "Foursquare": "Sin valorar a\u00fan", "Google": "4.5/5", "Facebook": "4,5/5", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": 0, "Google": "557", "Facebook": "95", "Trip": "156"};Tarjetas de crédito aceptadas, No hay entrega, Asientos al aire libre, Para llevar, Reserva, Wifi, Accesible para sillas de ruedas;{"Lunes": "Cerrado", "Martes": "Cerrado", "Mi\u00e9rcoles": "11:00-17:00, 20:00-23:30", "Jueves": "11:00-17:00, 20:00-23:00", "Viernes": "11:00-17:00, 20:00-23:30", "S\u00e1bado": "11:00-17:00, 20:00-23:30", "Domingo": "11:00-17:00"};empanadas, croquetas, pescado, migas, laing, pollo, aves de corral, brownies, rape, jamón, croquetas de jamón, tapas, venado, carne, ensaladas, patatas, queso, la salsa, calamares, menudo;ambiente acogedor, desayuno, comida para llevar, estupenda ubicación, pedir comida a domicilio, personal amable, gran servicio, cenas, almuerzo, carta de vinos;Complejo El Olivar, El Alfar Restaurante, Talanis, Chado restaurante;http://www.masquebocados.com/
plademunt.  El restaurante imaginario;Rango de precios por persona 13 €-51 €;Mediterránea, Española, Opciones vegetarianas;tel:+34918776337;Plaza de la Paloma, Alcala de Henares;Plaza de la Paloma, Alcala de Henares, Comunidad de Madrid, España;{"marisco": "excellent", "filetes": "excellent", "pescado": "good", "solomillo": "good", "carne": "good", "arroz": "good", "pan artesanal": "good", "at\u00fan": "good", "queso": "excellent", "tartar de salm\u00f3n": "excellent"};{"Google": "4.4/5", "Facebook": "Sin valorar a\u00fan", "Trip": "4.7/5"};{"Yelp": "2", "Foursquare": "17", "Google": "768", "Facebook": 0, "Trip": "412"};Asientos al aire libre, Wifi, Reserva, Tarjetas de crédito aceptadas, Entrega, Para llevar, Accesible para sillas de ruedas;{"Lunes": "Cerrado", "Martes": "08:00-17:00, 20:00-23:00", "Mi\u00e9rcoles": "08:00-17:00, 20:00-23:00", "Jueves": "08:00-17:00, 20:00-23:00", "Viernes": "08:00-17:00, 20:00-23:00", "S\u00e1bado": "13:00-17:00, 20:00-00:00", "Domingo": "12:00-18:00"};tiramisú, helados, marisco, filetes, pescado, carne, arroz, atún, queso, tartar de salmón, tarta de queso, helado, sopa, tempura, pulpo, ceviche, bacalao, risotto, salmón, tayín, pollo, flan, entrantes, cerdo, ostras;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Nok Arrocería, El Pozo de los Sabores, Restaurante Casino - Alcalá de Henares, Noah;http://www.plademunt.com/
Parador de Alcalá de Henares;Rango de precios por persona 11 €-21 €;Italiana, Mediterránea, Sin gluten, Opciones vegetarianas;tel:+34619843902;C. Colegios, 8, Alcala de Henares;C. Colegios, 8, Alcala de Henares, Comunidad de Madrid, España;{"pescado": "excellent", "carne": "excellent", "marisco": "excellent", "sopa": "excellent", "beicon": "excellent"};{"Google": "4.5/5", "Facebook": "Sin valorar a\u00fan", "Trip": "4.7/5"};{"Yelp": "1", "Foursquare": "10", "Google": "3123", "Facebook": 0, "Trip": "469"};Asientos al aire libre, Tarjetas de crédito aceptadas, Reserva, Wifi, Estacionamiento, Accesible para sillas de ruedas;{"Lunes": "12:00-16:30", "Martes": "Cerrado", "Mi\u00e9rcoles": "12:00-14:30, 20:00-03:00", "Jueves": "12:00-16:30, 20:00-03:00", "Viernes": "12:00-16:30, 20:00-03:00", "S\u00e1bado": "12:00-16:30, 20:00-03:00", "Domingo": "12:00-16:30, 20:00-03:00"};pescado, carne, guiso, marisco, bacalao, sopa, beicon, filetes, helados, carne de vaca, helado, cordero, entrantes, pulpo, salmón, queso, pasta, fletán, arroz, cerdo, lasaña, pato, atún, tempura, pato confitado, plato de queso, hamburguesas completas, ternera blanca;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Nok Arrocería, Nubium, Gelateria Amarena, Panam;http://www.laposadadelaparra.com
Talanis;Rango de precios por persona 9 €-22 €;Mediterránea, Española, Opciones vegetarianas;tel:+34910701532;Pl. de los Irlandeses, 4, Alcala de Henares;Pl. de los Irlandeses, 4, Alcala de Henares, Comunidad de Madrid, España;{"pescado": "excellent", "hamburguesas completas": "excellent", "queso": "excellent", "la salsa": "excellent", "pulpo": "good", "carne": "good", "pasta": "good", "marisco": "good"};{"Foursquare": "Sin valorar a\u00fan", "Google": "4.6/5", "Facebook": "Sin valorar a\u00fan", "Trip": "4.7/5"};{"Foursquare": "1", "Google": "681", "Facebook": 0, "Trip": "43"};Tarjetas de crédito aceptadas, Wifi, Reserva, Accesible para sillas de ruedas, Entrega, Asientos al aire libre, Para llevar;{"Lunes": "12:00-00:00", "Martes": "12:00-00:00", "Mi\u00e9rcoles": "Cerrado", "Jueves": "12:00-00:00", "Viernes": "12:00-01:00", "S\u00e1bado": "12:00-01:00", "Domingo": "12:00-00:00"};pescado, hamburguesas completas, queso, tarta de queso, la salsa, pulpo, carne, pasta, marisco, lasaña, pollo, curry de pollo, entrantes, cerdo, arroz, bacalao, sopa, macarrones, ensalada de quinoa, helado, cordero, filetes, atún, pasteles;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Vinoteca Esencias del Gourmet, Nok Arrocería, Nubium, Panam;https://talanis.eatbu.com/?lang=es
Tío Bigotes;Rango de precios por persona 9 €-22 €;Argentina, Pizza, Opciones vegetarianas;tel:+34914965165;Calle Turina, nº2, Alcala de Henares;Calle Turina, nº2, Alcala de Henares, Comunidad de Madrid, España;{"empanadillas": "excellent", "pizza": "excellent", "carne de vaca": "excellent", "carne": "excellent", "pescado": "excellent", "rape": "excellent", "aves de corral": "good", "pollo": "good"};{"Foursquare": "Sin valorar a\u00fan", "Google": "4.9/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Foursquare": "1", "Google": "84", "Facebook": "14", "Trip": "32"};Entrega, Asientos al aire libre, Para llevar, Tarjetas de crédito aceptadas, Wifi;{"Lunes": "Cerrado", "Martes": "12:00-16:00, 20:00-23:30", "Mi\u00e9rcoles": "12:00-16:00, 20:00-23:30", "Jueves": "12:00-16:00, 20:00-23:30", "Viernes": "12:00-16:00, 20:00-00:00", "S\u00e1bado": "12:00-16:00, 20:00-00:00", "Domingo": "12:00-16:00, 20:00-23:30"};empanadillas, pizza, carne de vaca, carne, pescado, rape, aves de corral, pollo, queso, filetes, ensaladas, salchichas, atún, cerdo, beicon, jamón, aperitivos, espaguetis a la carbonara, espaguetis, pasta, chorizo;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;pizzeria dino, Papa John's Pizza, Pizzeria Carlos, Restaurante La Tagliatella | Alcalá Magna, Alcalá de Henares;http://www.tiobigotes.com/
Vinoteca Esencias del Gourmet;Rango de precios por persona 17 €-35 €;Española, Bar de Vinos, Opciones vegetarianas;tel:+34918842401;Pl. de los Irlandeses, 4, Alcala de Henares;Pl. de los Irlandeses, 4, Alcala de Henares, Comunidad de Madrid, España;{"marisco": "excellent", "pulpo": "excellent", "carne": "excellent", "queso": "excellent", "pescado": "good", "bacalao": "good", "perdiz": "excellent", "risotto": "excellent", "pasta": "excellent"};{"Google": "4.3/5", "Facebook": "3,8/5", "Trip": "4.7/5"};{"Google": "451", "Facebook": "28", "Trip": "245"};No hay entrega, Asientos al aire libre, Para llevar, Reserva, Tarjetas de crédito aceptadas, Wifi, Accesible para sillas de ruedas;{"Lunes": "Cerrado", "Martes": "12:00-22:00", "Mi\u00e9rcoles": "12:00-22:00", "Jueves": "12:00-22:00", "Viernes": "12:00-23:00", "S\u00e1bado": "12:00-23:00", "Domingo": "12:00-22:00"};marisco, pulpo, carne, queso, pescado, bacalao, perdiz, risotto, pasta, pulpo braseado, tarta de queso, brandada, entrantes, cerdo, sopa, arroz, caldo, carne de vaca, helados, helado, chorizo, la salsa, guiso, atún;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;El Alfar Restaurante, Tempranillo, Imperial Craft Beer, Maimonides;http://www.esenciasdelgourmet.com/
La Huella Vegana de Alcalá de Henares;Rango de precios por persona 16 €-21 €;Vegetariana;tel:+34911378539;C. del Empecinado, 15, Alcala de Henares;C. del Empecinado, 15, Alcala de Henares, Comunidad de Madrid, España;{"hamburguesas completas": "excellent", "entrantes": "excellent", "tarta de calabaza": "excellent", "sopa de calabaza": "excellent", "tofu": "excellent", "la salsa": "good", "arroz": "excellent"};{"Google": "4.4/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Google": "758", "Facebook": "54", "Trip": "139"};Entrega, Para llevar, Reserva, Tarjetas de crédito aceptadas, Wifi;{"Lunes": "Cerrado", "Martes": "Cerrado", "Mi\u00e9rcoles": "13:00-17:00, 20:00-00:00", "Jueves": "13:00-17:00, 20:00-00:00", "Viernes": "13:00-17:00, 20:00-00:00", "S\u00e1bado": "13:00-17:00, 20:00-00:00", "Domingo": "13:00-17:00, 20:00-00:00"};hamburguesas completas, entrantes, tofu, pasteles, calabacín crujiente, tarta de queso, gazpacho, hummus, la salsa, helado, arroz, sopa, focaccia, filetes, hamburguesa mexicana, venado, cordero, lasaña, queso, helados, carne, pescado, chorizo;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Bar Pastrana, RefugiO PatagoniA, Blanco’s, Buen sabor;http://www.lahuellavegana.com/
Peculiar Gastro Taberna;Rango de precios por persona 9 €-22 €;Mediterránea, Española;tel:+34912774372;C. Talamanca, 7, Alcala de Henares;C. Talamanca, 7, Alcala de Henares, Comunidad de Madrid, España;{"arroz": "excellent", "carne de vaca": "excellent", "carne": "excellent", "queso": "excellent", "bacalao": "good", "pescado": "good", "entrantes": "good"};{"Google": "4.7/5", "Trip": "4.7/5"};{"Google": "239", "Trip": "21"};Asientos al aire libre, Para llevar, Reserva;{"Lunes": "Cerrado", "Martes": "13:00-16:30, 20:00-00:00", "Mi\u00e9rcoles": "13:00-16:30, 20:00-00:00", "Jueves": "13:00-16:30, 20:00-00:00", "Viernes": "13:00-16:30, 20:00-00:00", "S\u00e1bado": "13:00-16:30, 20:00-00:00", "Domingo": "13:00-16:30"};arroz, carne de vaca, tarta de queso, carne, queso, bacalao, pescado, entrantes, patatas, lubina, pato, sándwiches, marisco, cerdo, filetes, pulpo, morcilla, helado, helados, sopa, pasta, espaguetis;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Ambigú Restaurante, La Pizzeria Casera, Hemisferio Loft Restaurant, Taberna San Isidro;http://grupoebano.com/
Bocata Mix;Rango de precios por persona 1 €-5 €;Comida Rápida, Bocadillos, Opciones vegetarianas;tel:+34640252347;Rda. de la Pescadería, 38, Alcala de Henares;Rda. de la Pescadería, 38, Alcala de Henares, Comunidad de Madrid, España;{"pedir comida a domicilio": "good", "estupenda ubicaci\u00f3n": "excellent", "patatas fritas": "excellent", "la salsa": "excellent", "hamburguesas americanas": "excellent", "hamburguesas completas": "excellent", "pescado": "excellent", "rape": "excellent", "pizza pides": "excellent"};{"Yelp": "Sin valorar a\u00fan", "Foursquare": "Sin valorar a\u00fan", "Google": "4.8/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Yelp": 0, "Foursquare": "3", "Google": "171", "Facebook": "41", "Trip": "10"};Tarjetas de crédito aceptadas, No hay entrega, Para llevar;{"Lunes": "Cerrado", "Martes": "Cerrado", "Mi\u00e9rcoles": "Cerrado", "Jueves": "20:30-00:30", "Viernes": "20:30-02:00", "S\u00e1bado": "20:30-02:00", "Domingo": "20:30-00:00"};patatas fritas, la salsa, hamburguesas americanas, hamburguesas completas, pescado, rape, menudo, cuerdas de cebolla, tortilla de patata, perritos calientes, patatas, aves de corral, pollo, beicon, cerdo, carne, pavo, jamón, bocadillos;comida para llevar, pedir comida a domicilio, estupenda ubicación, desayuno, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Restaurante Oh la La, McDonald´s, Kebab Parsa Sl, Échale Huevos;http://www.bocatamix.com
Tetería Guama;Rango de precios por persona 9 €-22 €;;tel:+34918830832;Calle Mayor 6 Corral de la Compaña, Alcala de Henares;Calle Mayor 6 Corral de la Compaña, Alcala de Henares, Comunidad de Madrid, España;{"estupenda ubicaci\u00f3n": "excellent", "ambiente acogedor": "excellent", "personal amable": "good", "laing": "excellent", "empanadas": "excellent", "tartas": "excellent", "batidos": "excellent", "t\u00e9": "excellent", "zumo": "excellent", "caf\u00e9": "excellent", "limonada": "excellent"};{"Google": "4.5/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Foursquare": "29", "Google": "217", "Facebook": "6", "Trip": "21"};Asientos al aire libre, Wifi, Tarjetas de crédito aceptadas, No hay entrega;{"Lunes": "16:00-00:00", "Martes": "16:00-00:00", "Mi\u00e9rcoles": "16:00-00:00", "Jueves": "16:00-00:00", "Viernes": "16:00-00:00", "S\u00e1bado": "15:30-00:00", "Domingo": "16:00-00:00"};laing, empanadas, agua de coco, mojitos, chocolate caliente, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, aves de corral, pollo;estupenda ubicación, ambiente acogedor, asientos al aire libre, personal amable, comida para llevar, desayuno, pedir comida a domicilio, gran servicio, cenas, almuerzo, carta de vinos;Amore’s Café & Waffles, Manolo bakes Alcalá de Henares, Bamby, Restaurante Churreria Chocolateria Metropoli;
Alcaravea;Rango de precios por persona 9 €-22 €;Mediterránea, Opciones vegetarianas;tel:+34918305430;Av. Juan Carlos I, 13, Alcala de Henares;Av. Juan Carlos I, 13, Alcala de Henares, Comunidad de Madrid, España;{"pescado": "excellent", "marisco": "excellent", "cerdo": "excellent", "jam\u00f3n": "good", "carne": "good", "hamburguesas completas": "excellent", "entrantes": "excellent", "sopa": "good", "pulpo": "good"};{"Google": "4.4/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Yelp": "1", "Foursquare": "8", "Google": "1054", "Facebook": "11", "Trip": "200"};Reserva, Entrega, Asientos al aire libre, Para llevar, Tarjetas de crédito aceptadas, Accesible para sillas de ruedas;{"Lunes": "08:00-01:00", "Martes": "08:00-01:00", "Mi\u00e9rcoles": "08:00-01:00", "Jueves": "08:00-01:00", "Viernes": "08:00-01:00", "S\u00e1bado": "12:00-01:00", "Domingo": "Cerrado"};pescado, marisco, cerdo, carne, atún, hamburguesas completas, entrantes, sopa, pulpo, carne de vaca, queso, pato, ensalada de pato, tarta de queso, helado, helados, filetes, arroz, flan, queso burrata, la salsa, chorizo, risotto, pasta;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Complejo El Olivar, Chado restaurante, Panam, Restaurante Al Medina;http://www.alcaravea.com/
Tempranillo;Rango de precios por persona 22 €-43 €;Bar de Vinos;tel:+34911257812;Plaza Santos Niños, 5, Alcala de Henares;Plaza Santos Niños, 5, Alcala de Henares, Comunidad de Madrid, España;{"carne": "bad", "pescado": "excellent", "queso manchego": "good", "la salsa": "good", "queso": "good"};{"Google": "4.3/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Yelp": "2", "Foursquare": "46", "Google": "786", "Facebook": "94", "Trip": "77"};Asientos al aire libre, No wifi, No hay entrega, Reserva, Tarjetas de crédito aceptadas;{"Lunes": "12:00-16:00, 19:00-23:00", "Martes": "12:00-16:00, 19:00-23:00", "Mi\u00e9rcoles": "12:00-16:00, 19:00-23:00", "Jueves": "12:00-16:00, 19:00-23:00", "Viernes": "12:00-16:00, 19:00-23:00", "S\u00e1bado": "12:00-16:00, 19:00-23:00", "Domingo": "12:00-16:00, 19:00-23:00"};carne, pescado, la salsa, queso, migas, pato, salmón, atún, risotto, caballa, arroz, sopa, pavo, carne de vaca, caldo, cerdo, carpacho, marisco;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Vinoteca Esencias del Gourmet, Vermuteria La Musa restaurant, La Tomasa, 3 coronas alcala;
La Santina;Rango de precios por persona 13 €-23 €;Mediterránea;tel:+34695950016;C. Bustamante de la Cámara, 3, Alcala de Henares;C. Bustamante de la Cámara, 3, Alcala de Henares, Comunidad de Madrid, España;{"tempura": "excellent", "arroz": "excellent", "patatas": "excellent", "queso": "excellent", "marisco": "good", "pescado": "good", "carne": "good", "filetes": "excellent", "migas": "excellent"};{"Google": "4.4/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Google": "361", "Facebook": "17", "Trip": "34"};Asientos al aire libre, Para llevar, Reserva;{"Lunes": "Cerrado", "Martes": "19:00-00:00", "Mi\u00e9rcoles": "19:00-00:00", "Jueves": "19:00-00:00", "Viernes": "12:00-01:00", "S\u00e1bado": "12:00-01:00", "Domingo": "12:00-00:00"};tempura, arroz, patatas, queso, marisco, pescado, carne, la salsa, filetes, migas, tiramisú, sándwiches, tortillas, sopa, atún, tarta de queso, patatas fritas, ensaladas, cerdo, chorizo, morcilla;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;La Pizzeria Casera, Noah, Pan De Cristal, Hemisferio Loft Restaurant;
El Hidalgo;Rango de precios por persona 9 €-22 €;Española;tel:+34918828639;C. Bedel, 3, Alcala de Henares;C. Bedel, 3, Alcala de Henares, Comunidad de Madrid, España;{"aperitivos": "excellent", "patatas": "good", "patatas fritas": "good", "rape": "excellent", "jam\u00f3n": "excellent", "queso": "excellent", "carne": "excellent", "cerdo": "excellent", "chorizo": "good"};{"Google": "4.4/5", "Facebook": "4/5", "Trip": "4.7/5"};{"Foursquare": "24", "Google": "665", "Facebook": "4", "Trip": "94"};Asientos al aire libre, Reserva, No hay entrega, No es para llevar, TV;{"Lunes": "12:00-15:00, 19:00-22:00", "Martes": "09:00-23:00", "Mi\u00e9rcoles": "09:00-23:00", "Jueves": "09:00-23:00", "Viernes": "09:00-23:00", "S\u00e1bado": "12:00-22:00", "Domingo": "Cerrado"};aperitivos, patatas, patatas fritas, rape, jamón, queso, carne, cerdo, chorizo, sándwiches, pescado, migas, sopa, venado, ensaladas, bagels, hamburguesas americanas, hamburguesas completas, atún, salchichas, filetes;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Ki-Jote, RUSTY BBQ ORIGINAL, Indalo Tapas, Restaurante la Cueva de Antolín;
El Gato de Tres Patas;Rango de precios por persona 9 €-22 €;Española, Opciones vegetarianas;tel:+34918889383;Ronda De La Pescaderia, 27, Alcala de Henares;Ronda De La Pescaderia, 27, Alcala de Henares, Comunidad de Madrid, España;{"carne": "excellent", "pescado": "excellent", "filetes": "excellent", "solomillo": "excellent", "carne de vaca": "good", "patatas": "good", "pollo asado": "good", "jam\u00f3n": "good", "cerdo": "good", "cerdo glaseado": "good"};{"Google": "4.4/5", "Trip": "4.7/5"};{"Foursquare": "27", "Google": "356", "Trip": "74"};Tarjetas de crédito aceptadas, Sin asientos al aire libre, Wifi, Reserva, Entrega, Para llevar;{"Lunes": "10:30-13:00, 17:00-20:00", "Martes": "10:30-13:00, 17:00-20:00", "Mi\u00e9rcoles": "10:30-13:00, 17:00-20:00", "Jueves": "10:30-13:00, 17:00-20:00", "Viernes": "10:30-13:00, 17:00-20:00", "S\u00e1bado": "Cerrado", "Domingo": "Cerrado"};carne, pescado, filetes, carne de vaca, patatas, pollo asado, cerdo, pasteles, curry de pollo, pollo, arroz, pizza, hamburguesas completas, tarta de queso, migas, venado, queso, helados, sopa, helado, nachos, ensaladas;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;plademunt. El restaurante imaginario, Talanis, Vinoteca Esencias del Gourmet, El Pozo de los Sabores;https://www.elgatodetrespatas.com/
GUXTOS;Rango de precios por persona 9 €-22 €;Europea, Española, Mediterránea, Contemporanea;;;Calle de Jose Maria Pereda, 7, bajo A entry and terrace in C/Julio Caro Baroja, Alcala de Henares, Comunidad de Madrid, España;{"carne": "excellent", "la salsa": "excellent", "cerdo": "excellent", "codorniz": "excellent", "pato": "excellent", "marisco": "excellent", "pulpo": "excellent", "pollo": "excellent", "queso": "excellent"};{"Google": "4.4/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Google": "215", "Facebook": "21", "Trip": "54"};Tarjetas de crédito aceptadas, No hay entrega, Asientos al aire libre, Para llevar, Reserva, Accesible para sillas de ruedas;{"Lunes": "Cerrado", "Martes": "13:00-16:00, 20:00-00:00", "Mi\u00e9rcoles": "13:00-16:00, 20:00-00:00", "Jueves": "13:00-16:00, 20:00-00:00", "Viernes": "13:00-16:00, 20:00-00:00", "S\u00e1bado": "13:00-17:00, 20:00-00:00", "Domingo": "13:00-17:00"};carne, la salsa, cerdo, codorniz, pato, marisco, pulpo, pollo, queso, pescado, cordero, carne de vaca, filetes, hummus, atún, venado, pechuga de pato, bacalao, beicon, lubina, pasta, salmón, hamburguesas completas, tarta de queso;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;;https://guxtos.business.site
Nok Arrocería;Rango de precios por persona 16 €-21 €;Mediterránea;tel:+34917217165;C. Cerrajeros, 16, Alcala de Henares;C. Cerrajeros, 16, Alcala de Henares, Comunidad de Madrid, España;{"marisco": "excellent", "la salsa": "excellent", "arroz": "good", "pescado": "good", "entrantes": "good", "carne de vaca": "excellent", "sardina": "excellent", "queso": "good", "at\u00fan": "good", "carne": "good"};{"Google": "4.4/5", "Facebook": "5/5", "Trip": "4.7/5"};{"Google": "422", "Facebook": "16", "Trip": "55"};Tarjetas de crédito aceptadas, Entrega, Para llevar, Reserva;{"Lunes": "13:00-16:30", "Martes": "13:00-16:30", "Mi\u00e9rcoles": "13:00-16:30", "Jueves": "13:00-16:30, 20:00-23:00", "Viernes": "13:00-16:30, 20:00-01:00", "S\u00e1bado": "13:00-16:30, 20:00-01:00", "Domingo": "13:00-16:30"};marisco, la salsa, arroz, pescado, entrantes, tarta de queso, carne de vaca, queso, atún, helados, helado, carne, pasta, pulpo, bacalao, tempura, cerdo, filetes, perdiz, salmón, tiramisú, venado, entrecote, sopa;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Noah, Pan De Cristal, La Terraza del Mercado, La Rollerie;http://nokrestaurant.es/
El Pozo de los Sabores;Rango de precios por persona 9 €-22 €;Mediterránea, Española, Opciones vegetarianas;tel:+34910280574;C. Carmen Descalzo, 18, Alcala de Henares;C. Carmen Descalzo, 18, Alcala de Henares, Comunidad de Madrid, España;{"arroz": "excellent", "pescado": "excellent", "carne": "excellent", "entrantes": "good", "sopa": "excellent", "solomillo": "excellent", "filetes": "excellent"};{"Foursquare": "Sin valorar a\u00fan", "Google": "4.5/5", "Facebook": "4,8/5", "Trip": "4.7/5"};{"Yelp": "1", "Foursquare": "2", "Google": "719", "Facebook": "1", "Trip": "391"};Para llevar, Tarjetas de crédito aceptadas, Entrega, Wifi, Reserva, Accesible para sillas de ruedas;{"Lunes": "Cerrado", "Martes": "13:30-15:15, 20:30-23:00", "Mi\u00e9rcoles": "13:30-15:15, 20:30-23:00", "Jueves": "13:30-15:15, 20:30-23:00", "Viernes": "13:30-15:15, 20:30-23:00", "S\u00e1bado": "13:30-15:15, 20:30-23:00", "Domingo": "13:30-15:15"};arroz, pescado, carne, entrantes, sopa, filetes, queso, hamburguesas completas, brandada, bacalao, atún, la salsa, marisco, pulpo, caballa, tempura, pato, cerdo, codorniz, helado, helados, pato confitado, pulpo braseado;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;plademunt. El restaurante imaginario, Restaurante Casino - Alcalá de Henares, Noah, La Terraza del Mercado;http://www.elpozodelossabores.es/
